Column 1,Column 2
AUDITEUR - 14EME JOURNEE ECHO DOPLER CARDIO VASCULAIRE - BOURDEAUX DU 26 AU 28 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 1ST INTERNATIONAL NIEMANN-PICK C WORKSHOP - PARIS DU 09 AU 10 FEVRIER 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 22EME CONGRES DE LA SFNP - MARSEILLE DU 30 JANVIER AU 02 FEVRIER 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 2ND SYSTEMIC SCLEROSIS WORLD CONGRESS - MADRID DU 02 AU 04 FEVRIER 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 3EME JOURNEE FRANCAISE DE L'HTAP ET CARDIOPEDIATRIE - PARIS LE 29 JUIN 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 46TH ANNUAL MEETING OF THE AEPC - ISTANBUL DU 23 AU 26 MAI 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 4TH SCIENTIFIC SYMPOSIUM ON NIEMANN-PICK TYPE C - ATHENES DU 23 AU 25 FEVRIER 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 66EME CONGRES DE LA SOCIETE NATIONALE FRANCAISE DE MEDECINE INTERNE - NICE DU 12 AU 14 DECEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 7EME JOURNEE FRANCAISE DE LA SCLERODERMIE SYSTEMIQUE - PARIS LE 28 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 8TH ADVANCED SYMPOSIUM ON CONGENITAL HEART DISEASE IN THE ADULT - LONDRES DU 24 AU 25 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - 9EMES JOURNEES ALAIN CHOUSSAT - TOULOUSE DU 13 AU 14 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - ATELIER FORMATION NPC - PARIS LE 14 JUIN 2012,FORMATION
AUDITEUR - ATELIER-DEBAT CARDIOPATHIES CONGENITALES A L'AGE ADULTE & PATHOLOGIES DU CŒUR DROIT - LE PLESSIS ROBINSON LE 05 AVRIL 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - ATELIERS DE CAPILLAROSCOPIE PERIUNGUEALE - GRENOBLE DU 19 AU 20 NOVEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES DE LA FCPC - 9EME JOURNEE ALAIN CHOUSSAT - TOULOUSE DU 13 AU 14 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES NATIONAL XXIIEMES JOURNEES EUROPENNES DE LA SFC - PARIS DU 11 AU 14 JANVIER 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES NATIONAL XXXIIIème Séminaire de CARDIOLOGIE Pédiatrique - PARIS DU 08 au 09 MARS 2012,CONGRÈS - SYMPOSIUM
"AUDITEUR - CONGRES REGIONAL ""FORMATION HARPE : L'EDUCATION THERAPEUTIQUE DANS L'HTAP"" - LE KREMLIN BICETRE LE 21 MARS 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONGRES REGIONAL ""WEBCAST 4EME JOURNEE FRANCAISE DE L'HTAP & CARDIOPEDIATRIE - LA TRONCHE LE 21 JUIN 2013",CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL ATELIER-DEBAT CARDIOPATHIES CONGENITALES A L'AGE ADULTE & PATHOLOGIES DU CŒUR DROIT - LE PLESSIS ROBINSON LE 05 AVRIL 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL CONGRES CCML - LE PLESIS ROBINSON LE 30 MAI 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL FORMATION HARPE : L'EDUCATION THERAPEUTIQUE DANS L'HTAP - LE KREMLIN BICETRE LE 21 MARS 2013,FORMATION
AUDITEUR - CONGRES REGIONAL JOURNEES DES MALADIES RARES DU CHRU DE BESANCON - BESANCON LE 31 MAI 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL LA TRANSVERSALE DE CARDIOLOGIE - MONACO LE 14 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL WEBCAST 4EME JOURNEE FRANCAISE DE L'HTAP & CARDIOPEDIATRIE - BRON LE 21 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL WEBCAST 4EME JOURNEE FRANCAISE DE L'HTAP & CARDIOPEDIATRIE - HEROUVILLE ST CLAIR LE 21 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL WEBCAST 4EME JOURNEE FRANCAISE DE L'HTAP & CARDIOPEDIATRIE - LA TRONCHE LE 21 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL WEBCAST 4EME JOURNEE FRANCAISE DE L'HTAP & CARDIOPEDIATRIE - TOULOUSE LE 21 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONGRES REGIONAL WEBCAST 4EME JOURNEE FRANCAISE DE L'HTAP & CARDIOPEDIATRIE - TOURS LE 21 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION  LA MAIN SCLERODERMIQUE MONTPELLIER LE 27 JUIN 2013,CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION "" LA MAIN SCLERODERMIQUE"" MONTPELLIER LE 27 JUIN 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""5EMES RENCONTRES ANNECIENNES DE L'HTAP"" - VEYRIER DU LAC LE 27 MARS 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""ACTUALITES DE LA SCLERODERMIE SYSTEMIQUE"" - LYON LE 14 MARS 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""HTAP NANTES"" - SAINT-HERBLAIN LE 11 AVRIL 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""L'HTAP EN 2013"" - MARTRES TOLOSANE LE 04 AVRIL 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""LA MAIN SCLERODERMIQUE : UN ENJEU MAJEUR DE LA SCLERODERMIE"" NICE LE 27 JUIN 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""LES MALADIES AUTO-IMMUNES ET SYSTEMIQUES RARES"" - BONNAC LA COTE LE 17 JUIN 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""SCLERODERMIE : MISE AU POINT"" - STRASBOURG LE 04 AVRIL 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""SCLERODERMIE ET ULCERES DIGITAUX"" - STRASBOURG LE 31 JANVIER 2013",CONGRÈS - SYMPOSIUM
"AUDITEUR - CONNEXION ""SCLERODERMIE"" - BREST LE 28 MARS 2013",CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION 5EMES RENCONTRES ANNECIENNES DE L'HTAP - VEYRIER DU LAC LE 27 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ACTUALITES DE LA SCLERODERMIE SYSTEMIQUE - LYON LE 14 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ANGIONIMES CONNECTIVITES ET ATTEINTES VASCULAIRES : INTERET DE LA CAPILLAROSCOPIE - NIMES LE 28 MAI 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ATELIER CARDIOPATHIE CONGENITALES N° 6 : SYNTHESE - TOULOUSE LE 05 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ATELIERS CARDIOPATHIES CONGENITALES N° 3 : LE SYNDROME D'EISENMENGER - TOULOUSE LE 23 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ATELIERS CARDIOPATHIES CONGENITALES N° 4 : CANAL ATRIO VENTRICULAIRE - TOULOUSE LE 19 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ATELIERS CARDIOPATHIES CONGENITALES N° 5 - TOULOUSE LE 20 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION CARDIOPATHIE CONGENITALES N° 2 : LES CIV - BREST LE 20 JUIN 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION CARDIOPATHIES CONGENITALES - GUCH - MORLAIX LE 18 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION CARDIOPATHIES CONGENITALES - SOYAUX LE 21 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION CENTRE DE REFERENCE DE LA SSC LILLE - LESQUIN LE 14 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP - GRENOBLE LE 18 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP - LE MANS LE 19 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP - MALFORMATIONS CARDIAQUES CONGENITALES DE L'ADULTE - STRASBOURG LE 06 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP - NIORT MLE 14 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP - PLERIN LLE 16 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP DE LA SCLERODERMIE - CRETEIL LE 14 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP EN 2013 : RECOMMANDATIONS ET CAS CLINIQUES - SAINT DIE DES VOSGES LE 07 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP ET CARDIOPATHIE CONGENITALE ACEP - PARIS LE 06 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP ET CARDIOPATHIES CONGENITALES - QUIMPER LE 13 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP ET ULCERATIONS DIGITALES - BERGERAC LE 29 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP NANTES - SAINT-HERBLAIN LE 11 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HTAP VENDEE - LA MOTHE ACHARD LE 14 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HYPERTENSION ARTERIELLE PULMONAIRE : QUELLES NOUVEAUTES ? QUELS PROGRES? - LYON LE 13 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION HYPERTENSION ARTERIELLE PULMONAIRE EN REGION PACA EST - NICE LE 11 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION L'HTAP EN 2013 - MARTRES TOLOSANE LE 04 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION LA MAIN SCLERODERMIQUE : DE LA GENE AU HANDICAP NICE LE 27 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION LA MAIN SCLERODERMIQUE : UN ENJEU MAJEUR DE LA SCLERODERMIE NICE LE 27 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION LA MAIN SCLERODERMIQUE MONTPELLIER LE 27 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION LES ADULTES AVEC UNE CARDIOPATHIE CONGENITALE - CASTRES LE 07 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION LES MALADIES AUTO-IMMUNES ET SYSTEMIQUES RARES - BONNAC LA COTE LE 17 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION LES PROBLEMES EMERGENT DES CARDIOPATHIES CONGENITALES - PAU LE 30 MAI 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION MALADIES METABOLIQUES A EXPRESSION PSYCHIATRIQUE - MARSEILLE LE 30 MAI 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION MALADIES METABOLIQUES A EXPRESSION PSYCHIATRIQUE - MONTPELLIER LE 05 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION MALFORMATIONS CARDIAQUES CONGENITALES DE L'ADULTE - AUBRY DU HAINAUT LE 06 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION MALFORMATIONS CARDIAQUES CONGENITALES DE L'ADULTE - STRASBOURG LE 13 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION MEDECINE INTERNE - BESANÇON LE 11 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION MULTI-SERVICES - CORBEIL ESSONNES LE 30 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION NOUVELLES INFORMATIONS DANS LA PRISE EN CHARGE DE L'HTAP - CALAIS LE 26 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ORGANISATION DE LA PRISE EN CHARGE DES PATIENTS CONGENITAUX ADULTES - NIMES LE 10 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION PATIENTS COMPLIQUES D'UNE HTAP - ACTUALITES EN 2013 - CHERBOURG OCTEVILLE LE 13 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION PATIENTS SSC - MAYENNE LE 07 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION RCP HTAP - MARSEILLE LE 20 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION RENCONTRE DES RHUMATOLOGUES DU SUD-EST : CHORUSE - MOUGINS LE 04 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION RETOUR DU CONGRES MONDIAL HTAP: QUOI DE NEUF - SAINT ETIENNE DU ROUVRAY LE 10 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION REUNION DE RESEAU HTAP - TROYES LE 11 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION REUNION HTAP CAS CLINIQUES - TROYES LE 27 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION REUNION SCLERODERMIE ET ULCERES DIGITAUX - SEPTMONTS LE 07 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION REUNION ULCERES DIGITAUX - CHARTRES LE 23 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION SCLERODERMIE - BREST LE 28 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION SCLERODERMIE : MISE AU POINT - STRASBOURG LE 04 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION SCLERODERMIE ET ULCERES DIGITAUX - STRASBOURG LE 31 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION SSC ET GROSSESSE - VANNES LE 01 FEVRIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ULCERES DIGITAUX - ST MALO LE 28 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION ULCERES DIGITAUX - VANDOEUVRE LES NANCY LE 20 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - CONNEXION VAL DE GRACE - PARIS LE 23 JANVIER 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - DU/DESS  - DIU USIC SESSION ICD - LA TRONCHE LE 18 AVRIL 2013,CONGRÈS - SYMPOSIUM
"AUDITEUR - DU/DESS ""SEMINAIRE LES PLAIES VASCULAIRES PROFESSEUR CARPENTIER"" - LA TRONCHE DU 22 AU 24 MAI 2013",CONGRÈS - SYMPOSIUM
AUDITEUR - DU/DESS - DIU USIC SESSION ICD - LA TRONCHE LE 18 AVRIL 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - DU/DESS CAPACITE D’ANGIOLOGIE - DESC DE MEDECINE VASCULAIRE - GRENOBLE LE 11 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - DU/DESS CARDIOPATHIES CONGENITALES - TOULOUSE LE 06 JUIN 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - DU/DESS DIU DE CARDIOLOGIE PEDIATRIQUE CONGENITALE M. LEGRAND - TOULOUSE DU 03 AU 07 JUIN 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - DU/DESS SEMINAIRE LES PLAIES VASCULAIRES PROFESSEUR CARPENTIER - LA TRONCHE DU 22 AU 24 MAI 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - EPU CARDIOPATHIES CONGENITALES - GUADELOUPE LE 04 OCTOBRE 2012,FORMATION
AUDITEUR - EPU CARDIOPATHIES CONGENITALES - GUYANE LE 11 OCTOBRE 2012,FORMATION
AUDITEUR - EPU PROBLEMATIQUES DES CARDIOPATHIES CONGENITALES DEVENUES ADULTES - MARTINIQUE LE 13 DECEMBRE 2012,FORMATION
AUDITEUR - ERS CONGRESS - VIENNE DU 01 AU 05 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - ESC CONGRESS - MUNICH DU 25 AU 29 AOUT 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - EULAR CONGRESS - BERLIN DU 06 AU 09 JUIN 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - GD1 EXPERT SUMMIT - MADRID LE 12 MAI 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - JOURNEES DE NEUROLOGIE DE LANGUE FRANCAISE - NICE DU 03 AU 06 AVRIL 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - JOURNEES DERMATOLOGIQUES DE PARIS - PARIS DU 11 AU 15 DECEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - JOURNEES DERMATOLOGIQUES DE PARIS - PARIS DU 11 au 15 DECEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - ONNEXION CARDIOPATHIES CONGENITALES DE L'ADOLESCENT ET DE L'ADULTE : QUELLE PRISE EN CHARGE EN ? - CASTELNAU-LE-LEZ LE 13 MARS 2013,CONGRÈS - SYMPOSIUM
AUDITEUR - PAH UNIVERSITY BECLERE - PARIS DU 18 AU 20 JANVIER 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - PAH UNIVERSITY BICETRE - PARIS DU 21 AU 23 NOVEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - REUNION ANNUELLE GROUPE FRANCOPHONE DE RECHERCHE SUR LA SCLERODERMIE - PARIS LE  22 NOVEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - SSIEM ANNUEL SYMPOSIUM - BIRMINGHAM DU 04 AU 07 SEPTEMBRE 2012,CONGRÈS - SYMPOSIUM
AUDITEUR - XXIIèmes Journées Européennes de la Société Française de Cardiologie,CONGRÈS - SYMPOSIUM
AUDITEUR - XXXIIIème SEMINAIRE DE CARDIOLOGIE PEDIATRIQUE - PARIS DU 08 au 09 MARS 2012,CONGRÈS - SYMPOSIUM
AUTORISATION D UTILISATION DE L IMAGE,CONTRAT DE CESSION
AUTRE,DIVERS
AVANTAGE,AVANTAGE
AVENANT AU CONTRAT DE LICENCE DU 5 DECEMBRE 1994,CONTRAT DE CESSION
Aalst Eindhoven - 7et 8 Juin 2012,CONGRÈS - SYMPOSIUM
Abonnement,AVANTAGE
Accord de consultant,CONTRAT DE CONSULTANT
Action de formation médicale et scientifique interne,FORMATION
Activité de conseil,CONTRAT DE CONSULTANT
Actualites en contraception,CONGRÈS - SYMPOSIUM
Actualité dans le cancer voies d'abord mixte gestion des gastrostomie doubles localisations cardiologie en ORL Tep nouvelle génération Consultation d'annonce,CONGRÈS - SYMPOSIUM
"Actualité dans le cancer, voies d'abord mixte, gestion des gastrostomie, doubles localisations,cardiologie en ORL, Tep nouvelle génération, Consultation d'annonce",CONGRÈS - SYMPOSIUM
Actualité en Contraception,CONGRÈS - SYMPOSIUM
Actualité en Gynécologie-Obstétrique du Centre Hospitalier de Chambéry,CONGRÈS - SYMPOSIUM
Actualité en gynécologie,CONGRÈS - SYMPOSIUM
Actualité  Aide à la décision thérapeutique / Cas cliniques,CONGRÈS - SYMPOSIUM
Actualités en Echographie de l'Appareil Locomoteur,CONGRÈS - SYMPOSIUM
Actualités en Gynécologie,CONGRÈS - SYMPOSIUM
Actualités en cicatrisation,CONGRÈS - SYMPOSIUM
Actualités en contraception,CONGRÈS - SYMPOSIUM
Actualités en contraception. Collaboration Privas Montélimar et Valence,CONGRÈS - SYMPOSIUM
Actualités en contraception. Questions / Réponses,CONGRÈS - SYMPOSIUM
Actualités professionnelles: Avenant N° 3 : quels sont les changements dans la nomenclature Le point sur la prescription des sets à pansements,CONGRÈS - SYMPOSIUM
Actualités sur la  cicatrisation,CONGRÈS - SYMPOSIUM
Actualités sur la cicatrisation,CONGRÈS - SYMPOSIUM
Actualités sur la contraception,CONGRÈS - SYMPOSIUM
Advanced Image Training 3D - 23 Nov 2012,FORMATION
Advisory Board Allergie (28/01/13 - Paris),EXPERT
Advisory Board Allergie - 28/01/13 Paris,EXPERT
Advisory Board Nice (octobre 2012),EXPERT
American Academy Dermatology (AAD),CONGRÈS - SYMPOSIUM
Angioplastie pÃ©riphÃ©rique- TOULOUSE,CONGRÈS - SYMPOSIUM
Animation Atelier d'IRM du sein à l'Institut Gustave Roussy,ORATEUR/FORMATEUR
Animation Atelier d'Imagerie Etat de l'Art en IRM du sein,ORATEUR/FORMATEUR
Animation Atelier d'imagerie gynécologique,ORATEUR/FORMATEUR
Animation Workshop,ORATEUR/FORMATEUR
Animation d'un atelier 50 diagnostics,ORATEUR/FORMATEUR
Animation table ronde Cataracte SFO 2013,ORATEUR/FORMATEUR
AnimationAtelier d'imagerie gynécologique,ORATEUR/FORMATEUR
Annecy Live Surgery International Shoulder Advanced Course 6-8/06/13,FORMATION
Annonce Diagnostic Cancer du Sein,CONGRÈS - SYMPOSIUM
Aortic Symposium Brussels June2012,CONGRÈS - SYMPOSIUM
Approche globale de l homme avancant en age,CONGRÈS - SYMPOSIUM
Aria Sympo,CONGRÈS - SYMPOSIUM
Arthroscopic Uni Knee Surgeon Panel Discussion Leuven 13/12/12,CONGRÈS - SYMPOSIUM
Arthroscopy of the Ankle 2012 MATTU,CONGRÈS - SYMPOSIUM
Arthrose ostéoporose et douleur EPU_SIMPLE,FORMATION
Arthrose ostéoporose et douleur STAFF,STAFF
Articles ou publications scientifiques,AVANTAGE
ArtÃ¨re FÃ©morale Superficielle et ArtÃ¨re PoplitÃ©e Workshop- wrkshp Avignon,CONGRÈS - SYMPOSIUM
Aspects pratiques et cas cliniques en surface oculaire,CONGRÈS - SYMPOSIUM
Assises 2012,CONGRÈS - SYMPOSIUM
Assisted CTO recanalizations: the CROSSER device experience,CONGRÈS - SYMPOSIUM
Association - recherche,COLLABORATION SCIENTIFIQUE
Atelier PG FORMATION_PRATIQUE,FORMATION
Atelier Plaies et Cicatrisations,CONGRÈS - SYMPOSIUM
Atelier clinique sur le traitement du SAOS par PPC FORMATION_PRATIQUE,FORMATION
Atelier pratique sur la Gonioscopie,CONGRÈS - SYMPOSIUM
Ateliers ENMG,CONGRÈS - SYMPOSIUM
Ateliers Pratiques IRM CHRU MONTPELLIER,CONGRÈS - SYMPOSIUM
Ateliers de la Vaccination 2013,CONGRÈS - SYMPOSIUM
Ateliers de la Vaccination 2014,CONGRÈS - SYMPOSIUM
Ateliers de la Vaccination 2015,CONGRÈS - SYMPOSIUM
Ateliers de la stomathérapie,CONGRÈS - SYMPOSIUM
Ateliers des la Vaccination 2012,CONGRÈS - SYMPOSIUM
Ateliers douleurs et plaies,CONGRÈS - SYMPOSIUM
Auditeur - 4ème Journée française de l'HTAP et de la Cardiopédiatrie - PARIS le 21 juin 2013,CONGRÈS - SYMPOSIUM
Auditeur - 6th World Congress Paediatric Cardiology & Cardiac Surgery - AFRIQUE DU SUD du 17 au 22 février 2013,CONGRÈS - SYMPOSIUM
"Auditeur - CONGRES ""67ème Congrès de la SNFMI"" - MARSEILLE du 05 au 07 juin 2013",CONGRÈS - SYMPOSIUM
"Auditeur - CONGRES ""Réunion HTAP, Cardiopathies Congénitales et Sclérodermie Systémique"" - MARTINIQUE du 05 au 06 avril 2013",CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 12th International PH Forum - ALLEMAGNE du 12 au 14 avril 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 14eme Ateliers Francophones Sclérodermie systémique - PARIS du 29 au 30 mai 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 17ème Congrès de Pneumologie de la Langue Française - LILLE du 01 au 03 février 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 20ème Congrès international d'Echocardiographie - Paris Echo 2013 - PARIS du 12 au 14 juin 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 23ème Congrès de la Société Française de NEUROLOGIE Pédiatrique - NANCY du 23 au 26 janvier 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 47ème Congrès du Collège Français de Pathologie Vasculaire - PARIS du 20 au 22 mars 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 5th Scientific Symposium on Niemann-Pick Type C - VIENNE du 15 au 17 mars 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 5th World Symposium on Pulmonary Hypertension - NICE du 27 février au 01 mars 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES 67ème Congrès de la SNFMI - MARSEILLE du 05 au 07 juin 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES AEPC 2013 - LONDRES du 22 au 25 mai 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES Journées de NEUROLOGIE de la Langue Française - MONTPELLIER du 09 au 12 avril 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES PAH University Le Kremlin Bicêtre - PARIS du 23 au 25 janvier 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES Printemps de la Cardiologie - MARSEILLE du 18 au 19 avril 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES Réunion HTAP Cardiopathies Congénitales et Sclérodermie Systémique - MARTINIQUE du 05 au 06 avril 2013,CONGRÈS - SYMPOSIUM
"Auditeur - CONGRES Réunion HTAP, Cardiopathies Congénitales et Sclérodermie Systémique - MARTINIQUE du 05 au 06 avril 2013",CONGRÈS - SYMPOSIUM
Auditeur - CONGRES XXIIIes Journées Européennes de la Société Française de Cardiologie - PARIS du 16 au 19 janvier 2013,CONGRÈS - SYMPOSIUM
Auditeur - CONGRES XXXIVème Séminaire de Cardiologie Congénitale & Pédiatrique - PARIS du 21 au 22 mars 2013,CONGRÈS - SYMPOSIUM
Auditeur - Séminaire Pédagogique de Capillaroscopie Périunguéale - LA TRONCHE du 24 au 25 juin 2013,CONGRÈS - SYMPOSIUM
Auteur - rédacteur,CONTRAT DE CESSION
Autour du regard,CONGRÈS - SYMPOSIUM
Autre,DIVERS
Autres,DIVERS
Avantage,AVANTAGE
Avenant 1 pour prolongation de la convention et annule et remplace l'article 10.3.,CONTRAT DE CONSULTANT
Avenant FAST Octobre 2012,CONTRAT DE CONSULTANT
Avenant Formateur Professionnels de santé 12-13 juin 2013,ORATEUR/FORMATEUR
Avenant au contrat Arthroscopies Epaule,CONTRAT DE CONSULTANT
BARIATRIQUE - MDT À NANCY - C.H.U. DE NANCY,CONGRÈS - SYMPOSIUM
BARIATRIQUE BYPASS CADY/CHICHE,CONGRÈS - SYMPOSIUM
